	TCGA-BH-A0C7-01	TCGA-C8-A138-01	TCGA-E2-A14Y-01	TCGA-BH-A0EE-01	TCGA-A8-A08G-01	TCGA-A8-A09I-01	TCGA-A8-A07I-01	TCGA-E2-A14V-01	TCGA-E2-A1B1-01	TCGA-E2-A15E-01	TCGA-C8-A26W-01	TCGA-D8-A1JB-01	TCGA-A8-A06X-01	TCGA-AN-A0FT-01	TCGA-A8-A097-01	TCGA-AR-A255-01	TCGA-E2-A1LB-01	TCGA-D8-A1XT-01	TCGA-AR-A1AX-01	TCGA-B6-A1KN-01	TCGA-AQ-A1H2-01	TCGA-A8-A099-01	TCGA-D8-A140-01	TCGA-EW-A1IW-01	TCGA-BH-A0C0-01	TCGA-D8-A1X5-01	TCGA-BH-A0DD-01	TCGA-BH-A18M-01	TCGA-C8-A1HF-01	TCGA-E2-A14W-01	TCGA-E2-A15H-01	TCGA-BH-A1FU-01	TCGA-A8-A08H-01	TCGA-EW-A1J3-01	TCGA-A8-A08S-01	TCGA-AN-A0FD-01	TCGA-C8-A132-01	TCGA-AO-A0JM-01	TCGA-AR-A1AT-01	TCGA-BH-A0B4-01	TCGA-BH-A18U-01	TCGA-A7-A26H-01	TCGA-BH-A18R-01	TCGA-C8-A135-01	TCGA-BH-A0B7-01	TCGA-BH-A0AW-01	TCGA-AO-A0JE-01	TCGA-A2-A0CX-01	TCGA-A2-A04W-01	TCGA-A1-A0SM-01	TCGA-AR-A0TQ-01	TCGA-A8-A0A7-01	TCGA-A8-A076-01	TCGA-C8-A12P-01	TCGA-C8-A1HL-01	TCGA-B6-A0I9-01	TCGA-D8-A27W-01	TCGA-A8-A08B-01	TCGA-B6-A0RH-01	TCGA-AN-A0FV-01	TCGA-D8-A1XY-01	TCGA-A2-A1G1-01	TCGA-A2-A0YG-01	TCGA-C8-A12Q-01	TCGA-AR-A254-01	TCGA-A1-A0SN-01	TCGA-A8-A08P-01	TCGA-AN-A04C-01	TCGA-AR-A250-01	TCGA-C8-A12L-01	TCGA-AO-A12D-01	TCGA-AO-A12C-01	TCGA-E2-A14P-01	TCGA-BH-A1EN-01	TCGA-EW-A1PD-01	TCGA-D8-A1XJ-01	TCGA-A2-A0SY-01	TCGA-E9-A22D-01	TCGA-E2-A1B0-01	TCGA-D8-A1JA-01	TCGA-C8-A12T-01	TCGA-C8-A278-01	TCGA-C8-A137-01	TCGA-A2-A0EY-01	TCGA-BH-A0DZ-01	TCGA-AN-A0AJ-01	TCGA-D8-A27N-01	TCGA-AQ-A0Y5-01	TCGA-D8-A1J9-01	TCGA-C8-A1HK-01	TCGA-E9-A1N6-01	TCGA-A2-A04X-01	TCGA-A2-A0T1-01	TCGA-D8-A1XS-01	TCGA-A8-A08X-01	TCGA-AQ-A04H-01	TCGA-EW-A1OZ-01	TCGA-A8-A09N-01	TCGA-A2-A0EQ-01	TCGA-E2-A152-01	TCGA-AR-A0TX-01	TCGA-AR-A24U-01	TCGA-C8-A12Z-01	TCGA-B6-A1KF-01	TCGA-A2-A0D1-01	TCGA-AQ-A04L-01	TCGA-A8-A09G-01	TCGA-BH-A1F2-01	TCGA-A8-A07P-01	TCGA-A8-A07B-01
CCL19	101.89292681512336	583.4760100489084	15.347521323428829	99.42676453078411	6.674112954602115	37.63937892756789	51.60033198687046	71.85721786079219	799.6345145636795	45.559381876312244	789.1594496301743	1990.997332300362	82.45924705654781	164.421162321599	94.8030711547323	223.10018040173156	9.88296681924764	46.04599476444931	2240.1135001819957	239.85148352352977	0.5018076023574238	34.877314496912284	73.8017439079197	587.1335577584816	349.43425615151045	5.671448350599712	22.054875981406738	235.87793357769016	60.6060443585121	0.0	113.4838274281735	1225.2181935297829	225.91371499388612	38.80837290555102	19.028743338463908	4.234312285820041	605.7674987220897	70.25898356663593	272.6143337500181	635.4926304788171	23.57296431523357	188.75577725476285	359.03665917775874	201.81211159679205	1662.4929077375696	1697.446429827977	299.4539336400262	11.702142894906439	14.584068296691854	50.5178328077518	542.0721235805274	1757.342013824519	40.67181406620892	23.69248280094296	16.5208395326972	159.00797473090677	119.76009611460613	21.20788350424947	9.629486512772093	0.38405377742918234	13.55053202881173	240.52019222921226	42.3211609296787	413.4344148722732	178.76894409446368	175.8031293624137	234.0786975490366	274.8996851311795	4.966976106765862	15.830428467261964	41.34148607705984	27.860012108231988	860.0779292198037	3.8098769955927105	187.96824392740265	8.454492375474924	530.8958608884041	397.65584182357077	172.52503383040013	0.5416764284744915	1.7779102715302209	222.94489981589044	33.99313463950822	357.04571718104614	55.10276616422623	248.17231978450903	14.900497493160879	0.7059791327962524	1.8323508764290874	68.50283880462682	0.0	726.599126108856	1143.1020293859533	40.32663520967471	195.1753549065963	81.99773149766462	82.40141755925086	129.5989963838026	2240.1135001819957	0.0	703.7657480144371	422.43596464295223	12.296733785498366	0.0	15.066680691823574	1.240778428388352	323.258368953144	25.98339552800359	119.17558365637785	7.609920998270379
CCL20	42.986838258304914	7.705939533366429	182.0380782542964	1286.1816955103523	2.3218800963635764	3.604357965311052	5.731835858283045	1.6481778207907944	4.208976758276113	4.049008128448462	6.402435424302817	1.797232165476923	6.459091891494658	1.2454428441472167	3.2604328135736704	3.1039125813485615	0.8985526396991712	6.3513030678324	6.046954993015832	4.954581020666158	1.254800824290843	1.3310823962691192	2.747685787489702	104.93239245801031	29.69645181840847	17.455769680960366	2.1015728253880193	7.345508748238867	10.096247753051081	4.3110606335297526	2.8158382021902324	42.02191981288405	5.7927699715747165	10.034887374616485	5.484520959082473	5.17312070023574	9.267407180503232	6.537050191238468	17.622824550434174	1.2815274317368472	36.21984132953123	5.484520959082473	12.482349272050428	47.00124765714618	11.432116300544793	8.487315995287586	88.01644618943924	7.264915101473058	48.07784510953898	2.8397170441556314	2.1887699061621446	7.851978824738179	4.783729178182989	1.9099613672695144	3.6139424202400896	2.5504453490779913	2.208724665409945	70.65522487387129	3.4382778882713794	3.8399763568771705	0.6609400481817882	126.46876839609062	3.281154793706497	2.0908421985919494	2.033535090748884	6.732848776519786	37.800410209975574	41.84336822331015	3.0362065353787253	7.520865627147343	21.146395456823672	0.0	19.22404957524491	0.6351239467557799	3.039005190386743	6.037192607379485	0.6968981793164302	13.410015677566866	25.42808527794304	10.835100073990699	0.8888393467101352	12.623259323983122	1.5936791093020193	53.796050210973235	17.79139153941846	13.16246023327272	12.576126427294339	7.061230083284034	1.570412674938746	2.0000779785716363	13.774116971670315	5.408559020716977	14.605687384442268	7.597993382844008	92.50684022692329	0.8816522150275754	3.793236085357675	2.1821459350196744	10.77781489734543	2.375263184520071	3.383247065790763	155.93246208680398	16.716233351748564	4.735820992063309	1.8838577429204495	16.532988263163052	16.21984199654075	3.668632407273871	1.3817136987299365	21.97511216997497
CCL22	131.33033423973936	1990.997332300362	21.70597369920612	87.34031061738426	45.85074227026001	326.87452450042144	65.25695512584815	73.18214092188514	395.7262366510957	43.53908453859525	104.05492592774378	209.69320839134917	224.9719670504077	23.251465064166364	49.17858906084727	179.3930566581785	47.16789591715415	29.63268666224953	188.23039120305177	1030.12248325808	8.279197236043474	33.79962850735627	95.3357918343083	171.92468282056163	181.4048146110444	34.0416790653944	78.4513594576712	89.25906947100096	76.3323419769563	34.97692556091575	41.049012068779874	294.0877047805093	93.09198952889862	62.557919707970306	93.87788862738142	209.8393004204987	483.3815151235051	151.429676718716	149.33113231534767	150.58676631726496	150.90231010003617	148.6034878158394	83.50706182496	69.13195305265225	156.91451773561556	322.58479320391837	478.37139068645985	99.28763992951559	92.37730203137122	240.52019222921226	160.12091820862187	300.28812472800433	73.28505052055807	121.8709454129802	57.81042454265916	469.1573950980732	31.89964245299413	98.94067105374604	61.55268905029156	12.287520385454304	78.67195106445888	291.44063919322764	63.0	172.88624442226495	158.67559320499785	181.1521230380281	138.6817762630317	213.82230709927475	94.40546475513095	89.82389479682448	216.21802283670942	27.860012108231988	96.54526914174521	40.01273357312616	40.183655913640656	41.078168326562256	95.46943421173641	230.2003865988665	508.8750735843625	611.2597359493751	673.1846640943327	230.2003865988665	44.067015261186576	79.39311239318573	124.5397125105346	172.2846437187148	63.89340670656185	88.26359464642597	39.50421100704895	59.004550173255026	75.53246699367189	403.7816277012192	277.97654072661214	84.44949141093817	1081.3864735348536	94.6040612551899	91.73229789151226	40.58524999857406	306.4056774362133	35.60579114252184	337.02824729984	223.10018040173156	20.156073682281203	54.947431706263885	37.186743777015096	28.527759764921534	81.13925744402589	79.78413005517541	108.13726614629843	47.335122738010405
CCL23	0.5209787532410093	0.0	0.5294362778827677	1.3391753281038947	1.4503706638093523	4.003716320453065	1.7644644130571652	0.3296071081817149	9.890512931995787	1.517514347009715	1.9485384345822023	2.2445086223081714	0.4968192315938329	2.0758816625405374	1.629885520410142	3.4137349601678366	0.8985526396991712	1.057653415787151	7.562309587412994	2.6225359320712913	1.5053288772482558	0.0	0.7848464935315185	4.098242509277049	7.310872826381315	1.745368862509821	0.0	5.511545480563478	2.9696174987432746	0.0	0.0	5.629959235903936	30.29803115031486	0.3345006424346779	0.9676859778874651	1.411615655381521	1.9302017492226753	1.089271525728463	2.592529491535737	5.764578299020132	0.7034977005174843	3.9177554690183234	0.2971991647736325	0.46084184882595824	16.43603379541325	6.2250120812145795	2.0293326317539515	1.2114613066405377	0.0	0.3156721215017393	6.295465324158152	5.1050368358422356	0.5981468718765588	1.5280061969056136	3.098227292131206	8.28563131506976	0.981647011769494	0.0	1.0321402859874036	0.0	0.33052904108068626	7.421049237675508	0.0	3.2841232927658197	5.5205786592210035	1.6026837108838667	2.813194181152636	1.0633663586027176	2.7606968100365044	1.1870709149692646	1.4418930253382687	0.0	4.003716320453065	0.6351239467557799	1.6870068514425935	1.2083976943261856	7.31663548140223	1.0307322017388594	5.0126459122622515	1.083486858016443	3.112455306624266	10.967086066899123	0.0	1.0979786551498916	2.543070076409442	4.783729178182989	1.3246282150362347	0.353035788637891	0.0	1.0	2.375263184520071	3.604357965311052	4.49454493371849	0.5844696218499383	3.002773549850322	0.29387657243735066	3.1039125813485615	0.0	7.46200770894742	0.791539683103522	8.119786181547685	5.298463812553626	0.49174402669146566	0.0	0.47090084881921723	0.0	3.97949694152868	1.2222174573101872	1.0363703995292415	0.0
CCL4	70.3083936524373	231.64719781082115	40.240788175520514	54.215446050730016	71.40412562213761	290.0251451484197	101.39489642659233	41.87307527769093	173.85315286456265	46.57065550179248	156.36817500858623	246.96625644201663	191.805179729128	287.81462718886684	101.89292681512336	79.44885596939702	64.25425171188418	84.92464017793685	98.66396045589269	51.30946102325011	51.16462927376803	15.438423030063419	90.26564591130504	71.30382173248792	447.2003608034631	106.93358211201436	57.44468800076746	41.87307527769093	501.50704069298104	73.28505052055807	51.49106631659046	42.02191981288405	94.86949980314762	449.06825518683496	48.38496560188592	122.29752243457898	135.90202724931137	55.02504510043289	183.5668955469087	72.41484955047456	215.31651440960354	157.68258559219024	96.00586025666546	83.85924865911412	229.8800968658559	175.43585958088065	163.84884857725768	172.2846437187148	17.83050779550028	29.043895914094463	175.19143700360928	368.64587405375886	46.93474990157381	77.57508377056388	48.522079793356475	86.36599794465064	94.00950852025916	112.22117572243715	63.2667227672943	32.63753309080661	62.118893087575	393.53240747950497	19.028743338463908	89.57242626090601	186.92328141236513	129.5989963838026	197.50066082483312	144.00913731786218	167.7799826550229	108.82022789487242	151.429676718716	25.741342685499323	124.5397125105346	44.12953473550048	90.45562494342994	59.17114896058409	98.59490259909357	827.8688297445464	85.22294891940416	79.11497335385563	84.86510239246469	240.85524249528464	8.493894381252256	51.60033198687046	155.06465204176686	226.3860597356556	159.56348217868745	68.84088813151585	74.06143675084027	103.54643086208287	136.8542561527102	199.7143562433891	245.76603078160466	56.12300617427052	141.12337070446577	61.42274953776906	39.64483144124126	55.41473010605887	288.41582518389544	53.04165679512205	122.12671419709116	146.0333894396205	41.784015852964274	23.675373206527052	26.360069692543128	70.25898356663593	118.18013693826934	231.16392420688462	23.50492795351013	30.42846704842853
CCL5	377.98580428801273	3847.285180780593	633.290533265361	1143.1020293859533	630.6580709424618	1199.9829880134444	500.8109006550378	190.47337707038596	987.433433468679	134.57994683953612	1378.5671827104666	2400.9659760268887	710.1450295117367	491.8483548680968	348.94878769710334	659.3101443358139	120.85317228768398	413.4344148722732	2004.852769458027	471.4441562387448	227.0173825553102	165.57175749656747	727.6084921521128	542.0721235805274	2997.4475052966422	264.39548186104844	362.29557918729813	481.70568239013835	2090.032833448331	45.04587456034625	247.82713292322617	657.025644784319	594.1048230492762	299.03770462067536	337.02824729984	604.5070721250014	1977.2376016380827	400.98559676086904	1340.8428455509645	731.6599782517318	400.4287124867779	462.6845993051257	329.6130816773977	1088.9150668322404	1540.3726693489327	2855.435028685631	2485.671123241055	882.4471368116803	333.3001054947629	132.62072670998006	1674.0634159263368	4639.29239417159	197.9138608087167	425.97269443838144	180.14485252181203	498.38199630215274	731.6599782517318	1104.129714180533	709.1598561952699	116.78401927998401	117.02919909281673	1044.5164167241655	180.52192456697065	372.7681947275574	933.467060268495	1378.5671827104666	1685.7144033639904	464.93987792942005	436.45778733554323	299.4539336400262	1447.1546878700494	115.64656392155416	947.1687270679794	131.78975188039826	165.1105621682155	91.79659730424655	827.8688297445464	9279.58478834318	662.0620154134654	294.49706688431075	405.46857263700605	1304.150082374924	48.86653309827198	761.7148611188231	639.919786830845	1388.1628313064155	557.7271050521265	74.84593734026126	172.40479711812705	566.7059295247711	238.51961544483842	1936.5260604940204	3325.985815475139	282.0670472499887	902.2615579619081	171.56546966234325	306.8321277179335	431.6330288192068	3716.1984601790896	209.40132794748183	1685.7144033639904	1286.1816955103523	92.96164070618256	71.9582894523815	360.2866159126252	118.26277495101093	863.0673752371388	137.62080582731838	117.11103905968614	249.38424920251887
CCL7	0.0	0.5137217125270215	12.177456276281172	4.017608818083979	7.25346543441087	65.48698261105051	19.83590703310446	0.3296071081817149	10.313708498984761	0.0	0.0	0.0	1.48974847076434	0.0	1.9019044156683567	17.063430476898098	0.0	152.70283871810665	0.0	11.363368794367798	0.0	0.0	0.3925218837748059	4.098242509277049	21.47111801180796	4.799787331515407	66.50862829235598	0.36727173854810635	14.551695807701636	0.0	1.2068674800839188	0.43306097914831376	36.975577525009044	8.02545709965209	15.484063257921193	6.115671948303183	1.9302017492226753	11.978034489232684	3.1096057575158556	0.0	45.36614894575613	11.483927682779255	0.2971991647736325	0.46084184882595824	4.289018420570299	2.82908583278119	43.81780226839057	10.89266387544812	1.0806005330439716	0.0	3.5567335088884597	4.31842843272686	9.867890276391556	9.168253514445333	1.5491212546385245	7.011098045690675	1.472550521841903	14.136922347609534	74.95115505001809	1.5367827986517346	20.481160044484213	142.4098194168545	0.3281333440918479	4.479331919862264	90.96417129882003	0.0	335.8587584074263	0.7092933328284869	9.935899615534476	4.351710219144448	9.133074029785742	0.0	1.6026837108838667	0.0	4.052509047383196	8.454492375474924	0.6968981793164302	13.661898314805619	9.281650699754984	20.85664410807033	2.668016172818685	26.58859344056308	0.0	0.36594557334066047	0.0	13.7536498866021	7.944494807726896	5.648366892749183	0.5232998992725226	0.0	10.447812160183299	27.403562792623937	8.986644391212895	1.460582689502289	10.212219592645969	0.29387657243735066	17.584139710811556	1.3085708350336769	2.0716205394041967	0.0	2.0314331330207964	15.552761304302543	0.0	0.0	3.296017886480498	2.4797894108346035	0.30613136123295503	4.28169136406	0.0	0.8453570704694051
CCL8	18.494564218803063	103.76405524362293	81.02546714625232	59.589672399149705	129.96159612600724	810.2484463871682	190.87194902471003	10.551433564179968	139.55588016474235	8.094535785888112	48.14592863046714	70.9538511218315	278.16997956230597	82.63297624916311	62.778576820983545	130.96394480573292	18.42711815032075	603.6682426519196	64.25425171188418	82.45924705654781	89.32165397815636	10.111641086120882	124.01869170716512	48.38496560188592	456.9353097126943	51.49106631659046	86.85180360031433	51.782947111045225	387.8311525925195	13.897517117283662	15.290963196233932	26.85761802547597	31.62712585594211	56.20225039083433	159.3410481438884	141.6167873048746	37.45235358485922	112.22117572243715	74.63593900379941	21.146395456823672	361.2897050436238	59.54768939043814	39.53229611914297	41.488485068238006	44.31761402286543	97.36001160243279	606.1882236984055	98.87142146223407	10.266753815296644	3.1554364131906576	64.0284891515969	277.59006506772573	81.36731182728131	151.32405712725452	20.64557169680439	41.42962432955706	34.852454854213626	217.27453229259686	541.3197873581448	40.32663520967471	104.41965021024934	556.1801301354515	18.37332934320886	73.1307395964572	355.312676308762	32.405181677495015	800.7451993666999	48.24823104514763	102.39337953402985	42.74359846213792	129.78017058743063	5.9115054992022165	56.48047186457178	6.66879550794381	32.75431414617797	44.38048114174266	75.63863709561143	301.54375601519746	30.25467292679128	400.4287124867779	56.44064324270471	266.7977445868874	6.90628521200586	39.87084029425247	70.35783799857263	183.95109093421135	174.09571889951894	43.078401484260425	67.49847669930394	59.50573547204758	78.3963070537849	252.35210404229304	111.20553232845246	32.1514484339206	99.07931432045994	29.67518203177525	37.93511547629015	27.920087256034748	143.40731359443342	46.702732377565475	53.45527868841861	123.15512452374209	6.392180579574587	2.8423794558139064	15.54129177996743	26.876934148552202	67.35618611506248	122.29752243457898	12.784738555392275	29.59025016299974
CCND2	545.8494889205002	1437.1515527557094	146.64615744768292	291.6434138659932	657.4819115164687	550.034943889304	687.3507170061444	410.0015430225681	1143.1020293859533	567.8876690714083	756.9716085760255	1259.691879265195	582.2618891377224	628.9091685125857	1487.8678577359972	914.8706194253886	332.14351499313517	591.6349910989428	1295.1347522255664	492.19008973831563	149.2269668200131	187.3144634695345	769.1523207110082	658.8526108083278	1013.8142727824171	428.6446141985492	447.82212931381014	777.741121659397	1044.5164167241655	308.97326949134174	695.9928276477305	1104.129714180533	1359.574273634828	808.0023033480983	440.7235684058401	1081.3864735348536	1233.7472155553382	535.3384970750964	511.0	718.0757763778547	344.370248790963	797.971371697873	392.44004640973094	572.639277667418	797.971371697873	1295.1347522255664	1225.2181935297829	647.0673761127832	1119.5567500909979	659.3101443358139	485.0631659266661	1883.5443084797453	391.3507098131924	549.6531279141778	621.0988374553684	416.3170341901442	490.4837816519211	231.48599493670656	785.8800928194619	914.8706194253886	797.971371697873	968.4347583863947	364.31571346377694	517.428061363452	558.114519421774	771.8260958825263	502.2041464551684	506.758966138006	1233.7472155553382	379.82912318323343	1004.0140813859621	1088.9150668322404	406.0324484858749	227.65045820230677	603.2492637881348	166.96304058777102	517.7875328814519	1286.1816955103523	539.4435034306388	236.2065438439349	842.9419749921183	1340.8428455509645	475.3902247439441	551.947998634436	977.8880052159923	440.7235684058401	905.397454929454	1081.3864735348536	751.2143402384941	377.98580428801273	593.6924707459701	1030.12248325808	1167.1420450492653	620.2370228473306	1378.5671827104666	594.9303856138936	363.5568500728503	384.0761603555041	1685.7144033639904	1051.7885584958115	957.7427813729197	1104.129714180533	291.03551126231633	272.8040544986229	255.7107675906758	550.034943889304	572.2417989909707	959.7385052166869	444.1044147660911	407.4455627822247
CCR10	10.680256085236175	10.785981486531838	1.0590801668679943	0.3346856563301195	23.217868687513263	3.604357965311052	6.615823267980251	3.296017886480498	3.158317740701115	1.0125156469955638	13.641586690046854	7.633825892035416	8.938306254275517	9.548748915938928	10.321553282613252	8.069355302227379	5.84001742313578	6.615823267980251	7.185099757875456	5.5386826279062635	5.267977495594726	1.8639374824022874	10.599574663030815	7.106055201272682	12.333651314547495	3.4908856882944335	3.8500512762469485	6.977850010816558	4.1586730026235434	0.47918243680750594	6.438439540905295	13.856269636907665	16.926227427106813	2.0063229561311258	3.547267892944056	3.293041145573813	12.352148498486542	9.260292822097984	3.62996086796049	7.687854850578352	4.21981979075583	9.140100176275396	2.3776035496951278	10.599574663030815	16.802401929357345	10.753349066226473	17.44298154878183	5.648366892749183	30.25467292679128	10.103941752124738	13.133040823703444	12.957803292332136	3.29006646727177	3.4382778882713794	2.065239920415566	2.5504453490779913	7.117300372647044	3.5346776511136895	21.6588070114327	10.368736345450875	11.235490223062142	0.824751491226928	6.235035020488705	10.447812160183299	2.6150109070043435	6.412704495122967	10.455749929609151	2.8370564773010574	2.4846167685690244	4.351710219144448	8.170497485827022	16.460222032878963	4.003716320453065	3.175647709686875	16.87659420915552	4.227061015572694	18.11985927770851	3.6075505693974312	4.641191841937558	2.166743463485087	8.890202087367612	6.310651601835205	4.779721591694103	5.489017244616342	11.016959415527433	5.680703355426956	5.625365290676366	88.26359464642597	5.233316637283999	1.5001246051704178	4.751746131387829	5.0460797132649065	27.344560611275543	2.6300766212686435	15.610228328688908	16.460222032878963	12.756103779888104	4.799787331515407	8.292069855405778	5.935500508117491	6.770459964333067	3.9725986756157585	1.9669898676822437	2.8423794558139064	6.589474521123631	7.027773988076021	7.0389105633902815	5.19884744767337	3.4567746032773297	2.5357101242546842
CCR2	48.97033552687302	131.97396522210101	11.649425865663105	40.155119469779294	49.91433496031479	86.30546143227866	139.36116333925037	17.80442125471634	224.9719670504077	27.32492046654544	106.33672760843923	377.72320236770224	50.161973142558246	17.856630524986915	61.12060606525101	132.8060928262611	49.87905606073433	48.14592863046714	495.2763862707533	54.792527330371996	13.794612449819192	28.48685395835852	317.02580013681626	122.12671419709116	369.92919156604904	109.04883023910483	31.854065463039973	151.74697510806038	200.5508420017161	3.8332713735597705	28.16164098038854	207.080794107986	510.6452316111119	14.042787240146017	17.417431861244207	45.62397164473633	269.9720050880341	16.888989615453795	209.98549374802957	83.91808899821832	84.09485492362978	87.70847268162653	109.96800812987986	100.47636948611641	226.543726378642	253.58436318034305	251.4755723503	47.637595404848504	9.725700732642684	12.3059535739985	177.03289237887847	788.6119426088657	44.254833995939045	95.93864421612646	42.3211609296787	137.62080582731838	153.34340194441728	106.03953918900011	19.60610607215721	4.609997002569604	26.436033172293502	168.48338053061087	44.28621313045301	56.12300617427052	201.39081385060973	100.68760321230135	151.9588742216682	49.31790669698122	51.056268680456085	134.1108758576597	300.28812472800433	25.741342685499323	130.96394480573292	14.922555549121329	18.90418645277551	12.379942398625005	187.05358505962352	322.809162842608	84.09485492362978	24.106691132696028	21.784803129553143	894.1589073002227	11.15097351851624	94.00950852025916	58.46628315205846	123.84549907553811	54.947431706263885	15.178433293620866	20.67559963976588	110.0449519554647	17.57126263013952	191.4046691923919	305.5545483824457	42.68299897232532	679.287136817414	24.687596438910507	23.79538979069348	34.48162059529822	372.25040097704436	19.000996841363346	333.76386522541037	259.83614633388123	7.864258782919409	1.4199881784385853	13.182107187117877	8.266342449557143	237.1951123719719	28.73314157602923	106.11375906347406	9.295913978410164
CCR3	0.5209787532410093	3.5947934199881404	3.175647709686875	1.3391753281038947	2.901421846110567	0.8010022704599291	4.8522848828173055	0.0	4.208976758276113	0.0	4.7318466014924	1.797232165476923	0.9934950181939883	1.2454428441472167	6.792034148345927	4.03502869401943	0.0	1.5882913089657067	5.294099562828527	0.8743625053424298	2.0063229561311258	2.9285583810535654	2.747685787489702	3.826575678883051	8.221490774390915	0.8726742942611458	0.3501315658682733	3.6718695784524717	0.8909352986061496	1.4368205273503825	0.40240204017136616	2.164549204741799	28.06074936708832	2.3403516777134774	0.9676859778874651	2.8211317455297498	4.633376907648324	2.177737600384419	3.1096057575158556	3.2046916363508267	2.462946262078633	1.0448570612198447	2.0801486969442866	1.8441548211745493	0.7147520732683432	9.056106996174627	6.490177979475937	0.0	1.0806005330439716	0.3156721215017393	3.2841232927658197	5.1050368358422356	0.8971056173686824	0.3821364008133108	3.6139424202400896	3.823231310763042	2.453358234297647	0.0	3.4382778882713794	0.38405377742918234	0.9914234171469449	4.396410137358795	0.6563413226690913	2.9861610513114716	2.9068341158489095	2.2445086223081714	0.0	1.418311351666723	2.206501317597575	6.330949157402809	2.882537879078186	0.42207741058727466	2.0021581950287417	0.0	1.0125156469955638	0.0	1.393297926461429	4.126591696640772	2.0419575064820186	5.689971199312502	2.668016172818685	5.978901646166068	1.5936791093020193	0.731833218192727	1.6944671537313805	4.187358218604039	0.33099024722374315	3.175647709686875	0.261639732162972	0.5001429676690079	0.47508695243555255	5.0460797132649065	2.2467583239091145	0.8768326287998203	1.2007572187322744	0.29387657243735066	1.724516069280976	0.43644225731587194	4.1443899337224135	0.0	3.723970645718122	3.9725986756157585	0.0	2.3682518144336635	0.0	0.0	2.7554869892618084	1.2222174573101872	4.836081376960701	0.0
CCR5	125.32531787338775	653.8406176140437	41.28282898106448	152.91606385896674	253.05551991956955	346.7724888445299	280.5017342245252	51.41834866302899	704.7434383235226	47.06783766210976	441.9499855795141	512.4215351813516	268.2868554761914	112.06432658962758	180.14485252181203	397.10357037187003	52.55687953173703	343.89179567761664	927.6556968275385	115.7274451865305	114.12042395491228	123.24121213050202	408.2957851404657	180.14485252181203	979.2459731919855	169.78056571875447	174.70360720062865	178.89359362646016	624.9918221783387	18.21285483976333	61.55268905029156	239.85148352352977	1208.3364853038393	100.68760321230135	118.09755618598595	160.34443412262212	565.5266447832437	145.93150897344023	581.4538766707224	185.10848221699976	164.99546299532923	279.52781221060883	168.83617799643665	339.61543451665585	419.51107878505803	697.9279835572052	840.6053117899273	219.09766047820966	58.879903861209606	52.40859399394617	368.64587405375886	1745.1962583407749	193.14624580792858	219.70874752450464	85.70239855906352	144.71443572158438	257.49633218475145	301.3341213259598	122.72558042431662	36.09107046094257	161.9177517153207	401.26432853380135	108.9725766332397	185.10848221699976	565.5266447832437	357.04571718104614	909.174905514568	128.42746634896693	227.0173825553102	117.93256630411692	410.85708592226086	71.3539562959739	189.4145615916166	47.00124765714618	61.7698562552673	67.35618611506248	221.5522073830454	1745.1962583407749	221.0899039109294	102.89626636509165	132.4356173876635	450.9439341008154	21.23869151747739	251.30063025647894	137.236999658609	418.928530532724	277.39702805885014	54.024415119552415	111.20553232845246	126.02775995978477	114.04065620621182	331.91267751641084	838.275118220817	202.79855328736767	411.4284370169598	84.33111533383672	139.6533398498406	113.88128648540942	763.3025322480396	102.5368125903026	707.6846546183575	607.8740428813932	45.23777273355284	3.3139217267778065	57.93284462112256	42.986838258304914	461.7213960965557	47.70506818685946	132.7133776466216	142.01275367324416
CCR6	43.47738303495478	37.88117734096053	30.319732812717934	38.151617316219735	42.86504975935051	53.720139385086256	70.25898356663593	51.81954614481006	93.28785189225474	62.16265893669387	97.76993120377185	198.18980519818714	45.1737179795721	11.808236970500845	33.75141940231341	50.09109672682559	17.46856668026941	22.50669813245294	217.57733488415874	25.064242018246887	16.938657248456142	29.71773635324505	62.118893087575	94.14131100358496	60.22292211787995	35.631173139157916	29.52670561752185	76.3323419769563	41.28282898106448	31.89964245299413	489.802912508404	126.20397994528707	55.02504510043289	519.5886327254813	81.36731182728131	20.76593363849528	152.3835547314456	12.150082996717611	86.54785944975947	41.90280293057071	17.340994971654045	60.56335709854558	43.662744451909326	21.863906235857485	153.34340194441728	161.12918447657188	70.0124462123421	16.48444382561524	11.117330527015804	40.412660943451336	87.34031061738426	246.45116084863324	37.88117734096053	10.227773808312602	35.88596309756366	73.69811851638191	42.74359846213792	51.41834866302899	29.65392698312628	10.527437990703366	15.088969286375491	95.7372754122385	40.5564352873563	29.88854479589622	121.700728127101	62.955653951388946	122.04139883376142	24.88420314757565	47.00124765714618	14.221092421308786	52.186935141993445	60.3503640635505	54.792527330371996	12.333651314547495	15.853776575277376	29.67518203177525	193.0117205133309	262.0147684810147	49.24819959510863	19.210036189532783	26.973715853131942	90.39225469984406	6.37171348958963	139.94612455653927	84.27198880588938	74.06143675084027	27.32492046654544	14.358868176622531	37.88117734096053	25.611907147997	27.344560611275543	38.91889830124946	91.79659730424655	31.876846060126837	66.97818793570387	33.15441081727871	20.947732617449564	29.59025016299974	217.42588111668925	8.890202087367612	99.21814992083749	178.02285859052307	12.473007257734654	2.6807506024995003	32.91848906871301	10.392401564776572	101.39489642659233	9.755479953221009	23.898725649773393	28.48685395835852
